repo_name,owner,repo_name_short,language,description,html_url,norm_openrank,norm_star_fork_avg,norm_activity,openrank_slope,activity_volatility,star_growth_rate,ecosystem_correlation,contributor_strength,semantic_similarity,basic_strength_score,temporal_dynamic_score,relationship_enhancement_score,final_priority_score
nodejs/node-v0.x-archive,nodejs,node-v0.x-archive,0,Moved to https://github.com/nodejs/node,https://github.com/nodejs/node-v0.x-archive,0.76,0.84,2.71,0.76,0.0,0.76,0.04,0.0,0.76,1.17,0.53,0.17,0.7
LC044/WeChatMsg,LC044,WeChatMsg,0,0,https://github.com/LC044/WeChatMsg,0.89,0.9,1.6,0.89,0.0,0.89,0.0,0.0,0.89,1.04,0.62,0.18,0.68
Binaryify/NeteaseCloudMusicApi,Binaryify,NeteaseCloudMusicApi,0,网易云音乐 Node.js API service,https://github.com/Binaryify/NeteaseCloudMusicApi,0.67,0.93,1.67,0.67,0.0,0.67,0.0,0.0,0.67,0.95,0.47,0.13,0.58
ray-project/ray,ray-project,ray,Python,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,https://github.com/ray-project/ray,0.89,0.96,0.0,0.89,0.0,0.89,0.0,0.0,0.89,0.73,0.63,0.18,0.56
ccxt/ccxt,ccxt,ccxt,Python,A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go ,https://github.com/ccxt/ccxt,0.89,0.98,0.0,0.89,0.0,0.89,0.0,0.0,0.89,0.74,0.62,0.18,0.56
php/php-src,php,php-src,C,The PHP Interpreter,https://github.com/php/php-src,0.87,0.96,0.0,0.87,0.0,0.87,0.0,0.0,0.87,0.73,0.61,0.17,0.55
files-community/Files,files-community,Files,C#,A modern file manager that helps users organize their files and folders.,https://github.com/files-community/Files,0.9,0.88,0.0,0.9,0.0,0.9,0.0,0.0,0.9,0.71,0.63,0.18,0.55
pingcap/tidb,pingcap,tidb,Go,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",https://github.com/pingcap/tidb,0.87,0.92,0.0,0.87,0.0,0.87,0.0,0.0,0.87,0.71,0.61,0.17,0.54
logseq/logseq,logseq,logseq,Clojure,"A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: https://discuss.logseq.com/t/logseq-product-roadmap/34267",https://github.com/logseq/logseq,0.88,0.86,0.0,0.88,0.0,0.88,0.0,0.0,0.88,0.7,0.62,0.18,0.54
dotnet/aspnetcore,dotnet,aspnetcore,C#,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",https://github.com/dotnet/aspnetcore,0.83,0.97,0.0,0.83,0.0,0.83,0.0,0.0,0.83,0.7,0.58,0.17,0.53
appsmithorg/appsmith,appsmithorg,appsmith,TypeScript,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",https://github.com/appsmithorg/appsmith,0.85,0.87,0.0,0.85,0.0,0.85,0.0,0.0,0.85,0.69,0.6,0.17,0.53
rapid7/metasploit-framework,rapid7,metasploit-framework,Ruby,Metasploit Framework,https://github.com/rapid7/metasploit-framework,0.82,1.04,0.0,0.82,0.0,0.82,0.0,0.0,0.82,0.72,0.57,0.16,0.53
istio/istio,istio,istio,Go,"Connect, secure, control, and observe services.",https://github.com/istio/istio,0.83,0.92,0.0,0.83,0.0,0.83,0.0,0.0,0.83,0.69,0.58,0.17,0.52
llvm/llvm-project,llvm,llvm-project,LLVM,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.,https://github.com/llvm/llvm-project,0.8,1.05,0.0,0.8,0.0,0.8,0.0,0.0,0.8,0.71,0.56,0.16,0.52
karpathy/LLM101n,karpathy,LLM101n,0,LLM101n: Let's build a Storyteller,https://github.com/karpathy/LLM101n,0.79,0.77,0.42,0.79,0.0,0.79,0.0,0.0,0.79,0.71,0.56,0.16,0.52
shadowsocks/shadowsocks,shadowsocks,shadowsocks,Python,0,https://github.com/shadowsocks/shadowsocks,0.74,1.05,0.4,0.74,0.0,0.74,0.0,0.0,0.74,0.76,0.52,0.15,0.52
laravel/framework,laravel,framework,PHP,The Laravel Framework.,https://github.com/laravel/framework,0.76,0.93,0.0,0.76,0.0,0.76,0.0,0.0,0.76,0.66,0.53,0.15,0.49
TeamNewPipe/NewPipe,TeamNewPipe,NewPipe,Java,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,0.8,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.8,0.64,0.56,0.16,0.49
qbittorrent/qBittorrent,qbittorrent,qBittorrent,C++,qBittorrent BitTorrent client,https://github.com/qbittorrent/qBittorrent,0.77,0.79,0.0,0.77,0.0,0.77,0.0,0.0,0.77,0.62,0.54,0.15,0.47
nextcloud/server,nextcloud,server,PHP,"☁️ Nextcloud server, a safe home for all your data",https://github.com/nextcloud/server,0.74,0.77,0.0,0.74,0.0,0.74,0.0,0.0,0.74,0.6,0.52,0.15,0.46
coolsnowwolf/lede,coolsnowwolf,lede,C,Lean's LEDE source,https://github.com/coolsnowwolf/lede,0.69,1.02,0.0,0.69,0.0,0.69,0.0,0.0,0.69,0.65,0.48,0.14,0.46
directus/directus,directus,directus,TypeScript,"The flexible backend for all your projects 🐰 Turn your DB into a headless CMS, admin panels, or apps with a custom UI, instant APIs, auth & more.",https://github.com/directus/directus,0.75,0.77,0.0,0.75,0.0,0.75,0.0,0.0,0.75,0.6,0.52,0.15,0.46
hashicorp/vault,hashicorp,vault,Go,"A tool for secrets management, encryption as a service, and privileged access management",https://github.com/hashicorp/vault,0.74,0.77,0.0,0.74,0.0,0.74,0.0,0.0,0.74,0.6,0.52,0.15,0.46
alibaba/nacos,alibaba,nacos,Java,"an easy-to-use dynamic service discovery, configuration and service management platform for building AI cloud native applications.",https://github.com/alibaba/nacos,0.71,0.92,0.0,0.71,0.0,0.71,0.0,0.0,0.71,0.63,0.5,0.14,0.46
open-mmlab/mmdetection,open-mmlab,mmdetection,Python,OpenMMLab Detection Toolbox and Benchmark,https://github.com/open-mmlab/mmdetection,0.71,0.85,0.0,0.71,0.0,0.71,0.0,0.0,0.71,0.61,0.5,0.14,0.45
backstage/backstage,backstage,backstage,TypeScript,Backstage is an open framework for building developer portals,https://github.com/backstage/backstage,0.71,0.79,0.0,0.71,0.0,0.71,0.0,0.0,0.71,0.59,0.5,0.14,0.45
keycloak/keycloak,keycloak,keycloak,Java,Open Source Identity and Access Management For Modern Applications and Services,https://github.com/keycloak/keycloak,0.71,0.8,0.0,0.71,0.0,0.71,0.0,0.0,0.71,0.59,0.49,0.14,0.45
herrbischoff/awesome-macos-command-line,herrbischoff,awesome-macos-command-line,0,Use your macOS terminal shell to do awesome things.,https://github.com/herrbischoff/awesome-macos-command-line,0.66,0.63,0.57,0.66,0.0,0.66,0.0,0.0,0.66,0.64,0.46,0.13,0.45
SerenityOS/serenity,SerenityOS,serenity,C++,The Serenity Operating System 🐞,https://github.com/SerenityOS/serenity,0.72,0.73,0.0,0.72,0.0,0.72,0.0,0.0,0.72,0.58,0.5,0.14,0.44
remix-run/remix,remix-run,remix,TypeScript,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",https://github.com/remix-run/remix,0.71,0.7,0.0,0.71,0.0,0.71,0.0,0.0,0.71,0.56,0.49,0.14,0.43
cockroachdb/cockroach,cockroachdb,cockroach,Go,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.",https://github.com/cockroachdb/cockroach,0.7,0.72,0.0,0.7,0.0,0.7,0.0,0.0,0.7,0.56,0.49,0.14,0.43
kubernetes/minikube,kubernetes,minikube,Go,Run Kubernetes locally,https://github.com/kubernetes/minikube,0.69,0.73,0.0,0.69,0.0,0.69,0.0,0.0,0.69,0.56,0.48,0.14,0.43
symfony/symfony,symfony,symfony,PHP,The Symfony PHP framework,https://github.com/symfony/symfony,0.68,0.82,0.0,0.68,0.0,0.68,0.0,0.0,0.68,0.58,0.48,0.14,0.43
openssl/openssl,openssl,openssl,C,TLS/SSL and crypto library,https://github.com/openssl/openssl,0.65,0.81,0.0,0.65,0.0,0.65,0.0,0.0,0.65,0.57,0.45,0.13,0.42
Lightning-AI/pytorch-lightning,Lightning-AI,pytorch-lightning,Python,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",https://github.com/Lightning-AI/pytorch-lightning,0.67,0.69,0.0,0.67,0.0,0.67,0.0,0.0,0.67,0.54,0.47,0.13,0.42
github/docs,github,docs,TypeScript,The open-source repo for docs.github.com,https://github.com/github/docs,0.41,1.69,0.0,0.41,0.0,0.41,0.0,0.0,0.41,0.71,0.29,0.08,0.41
element-plus/element-plus,element-plus,element-plus,TypeScript,🎉 A Vue.js 3 UI Library made by Element team,https://github.com/element-plus/element-plus,0.59,0.94,0.0,0.59,0.0,0.59,0.0,0.0,0.59,0.58,0.42,0.12,0.41
microsoft/WSL,microsoft,WSL,C++,Windows Subsystem for Linux,https://github.com/microsoft/WSL,0.68,0.65,0.0,0.68,0.0,0.68,0.0,0.0,0.68,0.53,0.47,0.14,0.41
containers/podman,containers,podman,Go,Podman: A tool for managing OCI containers and pods.,https://github.com/containers/podman,0.67,0.67,0.0,0.67,0.0,0.67,0.0,0.0,0.67,0.53,0.47,0.13,0.41
ValveSoftware/Proton,ValveSoftware,Proton,C++,Compatibility tool for Steam Play based on Wine and additional components,https://github.com/ValveSoftware/Proton,0.65,0.62,0.0,0.65,0.0,0.65,0.0,0.0,0.65,0.51,0.46,0.13,0.4
jitsi/jitsi-meet,jitsi,jitsi-meet,TypeScript,"Jitsi Meet - Secure, Simple and Scalable Video Conferences that you use as a standalone app or embed in your web application.",https://github.com/jitsi/jitsi-meet,0.62,0.72,0.0,0.62,0.0,0.62,0.0,0.0,0.62,0.53,0.44,0.12,0.39
envoyproxy/envoy,envoyproxy,envoy,C++,Cloud-native high-performance edge/middle/service proxy,https://github.com/envoyproxy/envoy,0.6,0.65,0.0,0.6,0.0,0.6,0.0,0.0,0.6,0.5,0.42,0.12,0.38
nrwl/nx,nrwl,nx,TypeScript,"Get to green PRs in half the time. Nx optimizes your builds, scales your CI, and fixes failed PRs. Built for developers and AI agents.",https://github.com/nrwl/nx,0.61,0.61,0.0,0.61,0.0,0.61,0.0,0.0,0.61,0.49,0.43,0.12,0.38
microsoft/vcpkg,microsoft,vcpkg,CMake,"C++ Library Manager for Windows, Linux, and MacOS",https://github.com/microsoft/vcpkg,0.58,0.68,0.0,0.58,0.0,0.58,0.0,0.0,0.58,0.49,0.41,0.12,0.37
grafana/loki,grafana,loki,Go,"Like Prometheus, but for logs.",https://github.com/grafana/loki,0.6,0.63,0.0,0.6,0.0,0.6,0.0,0.0,0.6,0.49,0.42,0.12,0.37
qmk/qmk_firmware,qmk,qmk_firmware,C,Open-source keyboard firmware for Atmel AVR and Arm USB families,https://github.com/qmk/qmk_firmware,0.44,1.27,0.0,0.44,0.0,0.44,0.0,0.0,0.44,0.6,0.31,0.09,0.37
apache/flink,apache,flink,Java,Apache Flink,https://github.com/apache/flink,0.56,0.79,0.0,0.56,0.0,0.56,0.0,0.0,0.56,0.52,0.4,0.11,0.37
openwrt/openwrt,openwrt,openwrt,C,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins.  We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.,https://github.com/openwrt/openwrt,0.55,0.74,0.0,0.55,0.0,0.55,0.0,0.0,0.55,0.5,0.39,0.11,0.36
tailscale/tailscale,tailscale,tailscale,Go,"The easiest, most secure way to use WireGuard and 2FA.",https://github.com/tailscale/tailscale,0.59,0.59,0.0,0.59,0.0,0.59,0.0,0.0,0.59,0.47,0.42,0.12,0.36
OpenAPITools/openapi-generator,OpenAPITools,openapi-generator,Java,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)",https://github.com/OpenAPITools/openapi-generator,0.56,0.66,0.0,0.56,0.0,0.56,0.0,0.0,0.56,0.48,0.39,0.11,0.36
angular/components,angular,components,TypeScript,Component infrastructure and Material Design components for Angular,https://github.com/angular/components,0.55,0.64,0.0,0.55,0.0,0.55,0.0,0.0,0.55,0.47,0.38,0.11,0.35
rancher/rancher,rancher,rancher,Go,Complete container management platform,https://github.com/rancher/rancher,0.55,0.57,0.0,0.55,0.0,0.55,0.0,0.0,0.55,0.45,0.39,0.11,0.34
zulip/zulip,zulip,zulip,Python,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,https://github.com/zulip/zulip,0.53,0.67,0.0,0.53,0.0,0.53,0.0,0.0,0.53,0.47,0.37,0.11,0.34
taosdata/TDengine,taosdata,TDengine,C,"High-performance, scalable time-series database designed for Industrial IoT (IIoT) scenarios",https://github.com/taosdata/TDengine,0.54,0.6,0.0,0.54,0.0,0.54,0.0,0.0,0.54,0.45,0.38,0.11,0.34
mlflow/mlflow,mlflow,mlflow,Python,"The open source developer platform to build AI agents and models with confidence. Enhance your AI applications with end-to-end tracking, observability, and evaluations, all in one integrated platform.",https://github.com/mlflow/mlflow,0.52,0.58,0.0,0.52,0.0,0.52,0.0,0.0,0.52,0.43,0.36,0.1,0.33
PaddlePaddle/Paddle,PaddlePaddle,Paddle,C++,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,https://github.com/PaddlePaddle/Paddle,0.52,0.59,0.0,0.52,0.0,0.52,0.0,0.0,0.52,0.44,0.36,0.1,0.33
Homebrew/homebrew-cask,Homebrew,homebrew-cask,Ruby,🍻 A CLI workflow for the administration of macOS applications distributed as binaries,https://github.com/Homebrew/homebrew-cask,0.48,0.66,0.0,0.48,0.0,0.48,0.0,0.0,0.48,0.44,0.33,0.1,0.32
cilium/cilium,cilium,cilium,Go,"eBPF-based Networking, Security, and Observability",https://github.com/cilium/cilium,0.51,0.54,0.0,0.51,0.0,0.51,0.0,0.0,0.51,0.42,0.36,0.1,0.32
lensapp/lens,lensapp,lens,0,Lens - The way the world runs Kubernetes,https://github.com/lensapp/lens,0.51,0.49,0.0,0.51,0.0,0.51,0.0,0.0,0.51,0.4,0.35,0.1,0.31
openjdk/jdk,openjdk,jdk,Java,JDK main-line development https://openjdk.org/projects/jdk,https://github.com/openjdk/jdk,0.49,0.57,0.0,0.49,0.0,0.49,0.0,0.0,0.49,0.42,0.34,0.1,0.31
dotnet/maui,dotnet,maui,C#,".NET MAUI is the .NET Multi-platform App UI, a framework for building native device applications spanning mobile, tablet, and desktop.",https://github.com/dotnet/maui,0.51,0.5,0.0,0.51,0.0,0.51,0.0,0.0,0.51,0.41,0.36,0.1,0.31
matplotlib/matplotlib,matplotlib,matplotlib,Python,matplotlib: plotting with Python,https://github.com/matplotlib/matplotlib,0.49,0.61,0.0,0.49,0.0,0.49,0.0,0.0,0.49,0.43,0.34,0.1,0.31
desktop/desktop,desktop,desktop,TypeScript,Focus on what matters instead of fighting with Git.,https://github.com/desktop/desktop,0.46,0.63,0.0,0.46,0.0,0.46,0.0,0.0,0.46,0.42,0.32,0.09,0.3
elastic/kibana,elastic,kibana,TypeScript,Your window into all of your data,https://github.com/elastic/kibana,0.46,0.59,0.0,0.46,0.0,0.46,0.0,0.0,0.46,0.41,0.32,0.09,0.3
argoproj/argo-cd,argoproj,argo-cd,Go,Declarative Continuous Deployment for Kubernetes,https://github.com/argoproj/argo-cd,0.48,0.57,0.0,0.48,0.0,0.48,0.0,0.0,0.48,0.41,0.33,0.1,0.3
apache/shardingsphere,apache,shardingsphere,Java,"Empowering Data Intelligence with Distributed SQL for Sharding, Scalability, and Security Across All Databases.",https://github.com/apache/shardingsphere,0.45,0.55,0.0,0.45,0.0,0.45,0.0,0.0,0.45,0.39,0.32,0.09,0.29
xbmc/xbmc,xbmc,xbmc,C++,"Kodi is an award-winning free and open source home theater/media center software and entertainment hub for digital media. With its beautiful interface and powerful skinning engine, it's available for Android, BSD, Linux, macOS, iOS, tvOS and Windows.",https://github.com/xbmc/xbmc,0.45,0.54,0.0,0.45,0.0,0.45,0.0,0.0,0.45,0.38,0.31,0.09,0.29
brave/brave-browser,brave,brave-browser,JavaScript,"Brave browser for Android, iOS, Linux, macOS, Windows.",https://github.com/brave/brave-browser,0.46,0.48,0.0,0.46,0.0,0.46,0.0,0.0,0.46,0.38,0.32,0.09,0.29
renovatebot/renovate,renovatebot,renovate,TypeScript,Home of the Renovate CLI: Cross-platform Dependency Automation by Mend.io,https://github.com/renovatebot/renovate,0.45,0.47,0.0,0.45,0.0,0.45,0.0,0.0,0.45,0.37,0.32,0.09,0.28
MarlinFirmware/Marlin,MarlinFirmware,Marlin,C++,Marlin is a firmware for RepRap 3D printers optimized for both 8 and 32 bit microcontrollers.  Marlin supports all common platforms.   Many commercial 3D printers come with Marlin installed.  Check with your vendor if you need source code for your specific machine.,https://github.com/MarlinFirmware/Marlin,0.38,0.74,0.0,0.38,0.0,0.38,0.0,0.0,0.38,0.41,0.27,0.08,0.28
vectordotdev/vector,vectordotdev,vector,Rust,A high-performance observability data pipeline.,https://github.com/vectordotdev/vector,0.46,0.46,0.0,0.46,0.0,0.46,0.0,0.0,0.46,0.37,0.32,0.09,0.28
dotnet/roslyn,dotnet,roslyn,C#,The Roslyn .NET compiler provides C# and Visual Basic languages with rich code analysis APIs.,https://github.com/dotnet/roslyn,0.44,0.49,0.0,0.44,0.0,0.44,0.0,0.0,0.44,0.37,0.31,0.09,0.28
airbytehq/airbyte,airbytehq,airbyte,Python,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",https://github.com/airbytehq/airbyte,0.45,0.51,0.0,0.45,0.0,0.45,0.0,0.0,0.45,0.38,0.31,0.09,0.28
sveltejs/kit,sveltejs,kit,JavaScript,"web development, streamlined",https://github.com/sveltejs/kit,0.44,0.45,0.0,0.44,0.0,0.44,0.0,0.0,0.44,0.36,0.31,0.09,0.27
microsoft/fluentui,microsoft,fluentui,TypeScript,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",https://github.com/microsoft/fluentui,0.44,0.46,0.0,0.44,0.0,0.44,0.0,0.0,0.44,0.35,0.3,0.09,0.27
gravitational/teleport,gravitational,teleport,Go,"The easiest, and most secure way to access and protect all of your infrastructure.",https://github.com/gravitational/teleport,0.43,0.43,0.0,0.43,0.0,0.43,0.0,0.0,0.43,0.35,0.3,0.09,0.27
gradle/gradle,gradle,gradle,Groovy,"Adaptable, fast automation for all",https://github.com/gradle/gradle,0.4,0.47,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.34,0.28,0.08,0.26
microsoft/onnxruntime,microsoft,onnxruntime,C++,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",https://github.com/microsoft/onnxruntime,0.42,0.45,0.0,0.42,0.0,0.42,0.0,0.0,0.42,0.34,0.29,0.08,0.26
flutter/plugins,flutter,plugins,Dart,Plugins for Flutter maintained by the Flutter team,https://github.com/flutter/plugins,0.39,0.55,0.0,0.39,0.0,0.39,0.0,0.0,0.39,0.36,0.27,0.08,0.26
espressif/esp-idf,espressif,esp-idf,C,Espressif IoT Development Framework. Official development framework for Espressif SoCs.,https://github.com/espressif/esp-idf,0.37,0.5,0.0,0.37,0.0,0.37,0.0,0.0,0.37,0.34,0.26,0.07,0.25
ArduPilot/ardupilot,ArduPilot,ardupilot,C++,"ArduPlane, ArduCopter, ArduRover, ArduSub source",https://github.com/ArduPilot/ardupilot,0.31,0.69,0.0,0.31,0.0,0.31,0.0,0.0,0.31,0.36,0.22,0.06,0.24
RPCS3/rpcs3,RPCS3,rpcs3,C++,PlayStation 3 emulator and debugger,https://github.com/RPCS3/rpcs3,0.39,0.4,0.0,0.39,0.0,0.39,0.0,0.0,0.39,0.32,0.28,0.08,0.24
dotnet/runtime,dotnet,runtime,C#,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps.",https://github.com/dotnet/runtime,0.38,0.46,0.0,0.38,0.0,0.38,0.0,0.0,0.38,0.33,0.27,0.08,0.24
ruffle-rs/ruffle,ruffle-rs,ruffle,Rust,A Flash Player emulator written in Rust,https://github.com/ruffle-rs/ruffle,0.39,0.37,0.0,0.39,0.0,0.39,0.0,0.0,0.39,0.31,0.27,0.08,0.24
ppy/osu,ppy,osu,C#,rhythm is just a *click* away!,https://github.com/ppy/osu,0.39,0.41,0.0,0.39,0.0,0.39,0.0,0.0,0.39,0.32,0.27,0.08,0.24
influxdata/telegraf,influxdata,telegraf,Go,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data.",https://github.com/influxdata/telegraf,0.37,0.45,0.0,0.37,0.0,0.37,0.0,0.0,0.37,0.32,0.26,0.07,0.23
Homebrew/homebrew-core,Homebrew,homebrew-core,Ruby,🍻 Default formulae for the missing package manager for macOS (or Linux),https://github.com/Homebrew/homebrew-core,0.33,0.57,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.33,0.23,0.07,0.23
ceph/ceph,ceph,ceph,C++,"Ceph is a distributed object, block, and file storage platform ",https://github.com/ceph/ceph,0.35,0.45,0.0,0.35,0.0,0.35,0.0,0.0,0.35,0.31,0.25,0.07,0.23
apache/arrow,apache,arrow,C++,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory analytics,https://github.com/apache/arrow,0.36,0.41,0.0,0.36,0.0,0.36,0.0,0.0,0.36,0.3,0.25,0.07,0.23
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,C#,Documentation for ASP.NET Core,https://github.com/dotnet/AspNetCore.Docs,0.29,0.77,0.0,0.29,0.0,0.29,0.0,0.0,0.29,0.37,0.2,0.06,0.23
termux/termux-packages,termux,termux-packages,Shell,A package build system for Termux.,https://github.com/termux/termux-packages,0.34,0.39,0.0,0.34,0.0,0.34,0.0,0.0,0.34,0.29,0.24,0.07,0.22
apache/apisix,apache,apisix,Lua,The Cloud-Native API Gateway and AI Gateway,https://github.com/apache/apisix,0.35,0.38,0.0,0.35,0.0,0.35,0.0,0.0,0.35,0.29,0.25,0.07,0.22
quarkusio/quarkus,quarkusio,quarkus,Java,Quarkus: Supersonic Subatomic Java. ,https://github.com/quarkusio/quarkus,0.34,0.37,0.0,0.34,0.0,0.34,0.0,0.0,0.34,0.28,0.24,0.07,0.21
apache/doris,apache,doris,Java,"Apache Doris is an easy-to-use, high performance and unified analytics database.",https://github.com/apache/doris,0.33,0.37,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.27,0.23,0.07,0.21
apache/pulsar,apache,pulsar,Java,Apache Pulsar - distributed pub-sub messaging system,https://github.com/apache/pulsar,0.33,0.38,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.28,0.23,0.07,0.21
zephyrproject-rtos/zephyr,zephyrproject-rtos,zephyr,C,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",https://github.com/zephyrproject-rtos/zephyr,0.31,0.45,0.0,0.31,0.0,0.31,0.0,0.0,0.31,0.29,0.22,0.06,0.21
systemd/systemd,systemd,systemd,C,The systemd System and Service Manager ,https://github.com/systemd/systemd,0.33,0.39,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.28,0.23,0.07,0.21
solana-labs/solana,solana-labs,solana,Rust,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces.",https://github.com/solana-labs/solana,0.32,0.41,0.0,0.32,0.0,0.32,0.0,0.0,0.32,0.28,0.23,0.06,0.21
apache/dolphinscheduler,apache,dolphinscheduler,Java,Apache DolphinScheduler is the modern data orchestration platform. Agile to create high performance workflow with low-code,https://github.com/apache/dolphinscheduler,0.31,0.38,0.0,0.31,0.0,0.31,0.0,0.0,0.31,0.27,0.22,0.06,0.2
ivy-llc/ivy,ivy-llc,ivy,Python,Convert Machine Learning Code Between Frameworks,https://github.com/ivy-llc/ivy,0.31,0.4,0.0,0.31,0.0,0.31,0.0,0.0,0.31,0.28,0.22,0.06,0.2
dotnet/efcore,dotnet,efcore,C#,"EF Core is a modern object-database mapper for .NET. It supports LINQ queries, change tracking, updates, and schema migrations.",https://github.com/dotnet/efcore,0.32,0.36,0.0,0.32,0.0,0.32,0.0,0.0,0.32,0.27,0.22,0.06,0.2
scipy/scipy,scipy,scipy,Python,SciPy library main repository,https://github.com/scipy/scipy,0.31,0.4,0.0,0.31,0.0,0.31,0.0,0.0,0.31,0.28,0.22,0.06,0.2
Koenkk/zigbee2mqtt,Koenkk,zigbee2mqtt,TypeScript,"Zigbee 🐝 to MQTT bridge 🌉, get rid of your proprietary Zigbee bridges 🔨",https://github.com/Koenkk/zigbee2mqtt,0.32,0.33,0.0,0.32,0.0,0.32,0.0,0.0,0.32,0.26,0.22,0.06,0.2
mdn/content,mdn,content,Markdown,"The official source for MDN Web Docs content. Home to over 14,000 pages of documentation about HTML, CSS, JS, HTTP, Web APIs, and more.",https://github.com/mdn/content,0.23,0.67,0.0,0.23,0.0,0.23,0.0,0.0,0.23,0.32,0.16,0.05,0.19
MetaMask/metamask-extension,MetaMask,metamask-extension,TypeScript,:globe_with_meridians: :electric_plug: The MetaMask browser extension enables browsing Ethereum blockchain enabled websites,https://github.com/MetaMask/metamask-extension,0.29,0.37,0.0,0.29,0.0,0.29,0.0,0.0,0.29,0.26,0.2,0.06,0.19
gitpod-io/gitpod,gitpod-io,gitpod,TypeScript,The developer platform for on-demand cloud development environments to create software faster and more securely.,https://github.com/gitpod-io/gitpod,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.24,0.21,0.06,0.18
aws/aws-cdk,aws,aws-cdk,TypeScript,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code,https://github.com/aws/aws-cdk,0.28,0.34,0.0,0.28,0.0,0.28,0.0,0.0,0.28,0.24,0.19,0.06,0.18
magento/magento2,magento,magento2,PHP,"Prior to making any Submission(s), you must sign an Adobe Contributor License Agreement, available here at: https://opensource.adobe.com/cla.html. All Submissions you make to Adobe Inc. and its affiliates, assigns and subsidiaries (collectively “Adobe”) are subject to the terms of the Adobe Contributor License Agreement.",https://github.com/magento/magento2,0.26,0.43,0.0,0.26,0.0,0.26,0.0,0.0,0.26,0.26,0.19,0.05,0.18
metersphere/metersphere,metersphere,metersphere,Java,🔥 MeterSphere 是新一代的开源持续测试工具，内置 AI 助手，让软件测试工作更简单、更高效，不再成为持续交付的瓶颈。,https://github.com/metersphere/metersphere,0.28,0.31,0.0,0.28,0.0,0.28,0.0,0.0,0.28,0.24,0.2,0.06,0.18
apache/tvm,apache,tvm,Python,Open Machine Learning Compiler Framework,https://github.com/apache/tvm,0.29,0.34,0.0,0.29,0.0,0.29,0.0,0.0,0.29,0.24,0.2,0.06,0.18
qgis/QGIS,qgis,QGIS,C++,"QGIS is a free, open source, cross platform (lin/win/mac) geographical information system (GIS)",https://github.com/qgis/QGIS,0.29,0.33,0.0,0.29,0.0,0.29,0.0,0.0,0.29,0.24,0.2,0.06,0.18
trinodb/trino,trinodb,trino,Java,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)",https://github.com/trinodb/trino,0.27,0.32,0.0,0.27,0.0,0.27,0.0,0.0,0.27,0.23,0.19,0.05,0.17
Automattic/wp-calypso,Automattic,wp-calypso,TypeScript,The JavaScript and API powered WordPress.com,https://github.com/Automattic/wp-calypso,0.28,0.29,0.0,0.28,0.0,0.28,0.0,0.0,0.28,0.23,0.19,0.06,0.17
